"VoteNumber","SenNumber","SenatorUpper","Vote","Party","GovCoalition","State","FP","Origin","Contentious","PercentYes","IndGov","VoteType","Content","Round"
2009048,"PEC0028/09","OSMAR DIAS","S","PDT",TRUE,"PR",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","JOAO VICENTE CLAUDINO","S","PTB",FALSE,"PI",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","IDELI SALVATTI","S","PT",TRUE,"SC",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","MOZARILDO CAVALCANTI","S","PTB",FALSE,"RR",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","ALMEIDA LIMA","S","PMDB",TRUE,"SE",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","DELCIDIO DO AMARAL","S","PT",TRUE,"MS",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","GARIBALDI ALVES FILHO","S","PMDB",TRUE,"RN",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","TASSO JEREISSATI","S","PSDB",FALSE,"CE",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","FATIMA CLEIDE","S","PT",TRUE,"RO",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","EFRAIM MORAIS","S","PFL/DEM",FALSE,"PB",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","MARIO COUTO","S","PSDB",FALSE,"PA",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","ARTHUR VIRGILIO","S","PSDB",FALSE,"AM",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","HERACLITO FORTES","S","PFL/DEM",FALSE,"PI",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","RENAN CALHEIROS","S","PMDB",TRUE,"AL",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","GERSON CAMATA","N","PMDB",TRUE,"ES",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","EDUARDO SUPLICY","S","PT",TRUE,"SP",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","SERYS SLHESSARENKO","S","PT",TRUE,"MT",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","VALDIR RAUPP","S","PMDB",TRUE,"RO",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","CESAR BORGES","S","PR",TRUE,"BA",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","PRESIDENT LULA","S","PT",TRUE,NA,2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","ROMERO JUCA","S","PMDB",TRUE,"RR",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","MARIA DO CARMO ALVES","S","PFL/DEM",FALSE,"SE",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","DEMOSTENES TORRES","S","PFL/DEM",FALSE,"GO",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","SERGIO ZAMBIASI","S","PTB",FALSE,"RS",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","MARINA SILVA","S","PV1",FALSE,"AC",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009048,"PEC0028/09","AUGUSTO BOTELHO","A","PT",TRUE,"RR",2,2,0,89.83050847,"S",1,"Suppresses the previous requirements for a year- or two year-long period of seperation before a divorce of a civil marriage.",1
2009049,"PEC0007/08","ALOIZIO MERCADANTE","S","PT",TRUE,"SP",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","JARBAS VASCONCELOS","S","PMDB",TRUE,"PE",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","OSMAR DIAS","S","PDT",TRUE,"PR",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","ROMEU TUMA","S","PTB",FALSE,"SP",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","MARIO COUTO","S","PSDB",FALSE,"PA",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","RENATO CASAGRANDE","S","PSB",TRUE,"ES",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","DELCIDIO DO AMARAL","S","PT",TRUE,"MS",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","LUCIA VANIA","S","PSDB",FALSE,"GO",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","CRISTOVAM BUARQUE","S","PDT",TRUE,"DF",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","DEMOSTENES TORRES","S","PFL/DEM",FALSE,"GO",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","EDUARDO AZEREDO","S","PSDB",FALSE,"MG",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","ELISEU RESENDE","S","PFL/DEM",FALSE,"MG",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","MARINA SILVA","S","PV1",FALSE,"AC",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","ROMERO JUCA","S","PMDB",TRUE,"RR",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","AUGUSTO BOTELHO","S","PT",TRUE,"RR",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","FATIMA CLEIDE","S","PT",TRUE,"RO",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","EFRAIM MORAIS","S","PFL/DEM",FALSE,"PB",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","MARCO MACIEL","S","PFL/DEM",FALSE,"PE",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","GARIBALDI ALVES FILHO","S","PMDB",TRUE,"RN",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","MARIA DO CARMO ALVES","S","PFL/DEM",FALSE,"SE",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","ACIR GURGACZ","S","PDT",TRUE,"RO",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","PRESIDENT LULA","S","PT",TRUE,NA,2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","JOAO VICENTE CLAUDINO","S","PTB",FALSE,"PI",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","GERSON CAMATA","S","PMDB",TRUE,"ES",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","HERACLITO FORTES","S","PFL/DEM",FALSE,"PI",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","PEDRO SIMON","S","PMDB",TRUE,"RS",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","EDUARDO SUPLICY","S","PT",TRUE,"SP",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","SERYS SLHESSARENKO","S","PT",TRUE,"MT",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","ARTHUR VIRGILIO","S","PSDB",FALSE,"AM",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","ANTONIO CARLOS VALADARES","S","PSB",TRUE,"SE",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","JOAO DURVAL","S","PDT",TRUE,"BA",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","VALDIR RAUPP","S","PMDB",TRUE,"RO",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","CESAR BORGES","S","PR",TRUE,"BA",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","MAO SANTA","S","PSC",FALSE,"PI",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","FRANCISCO DORNELLES","S","PP",TRUE,"RJ",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","INACIO ARRUDA","S","PCdoB",TRUE,"CE",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","KATIA ABREU","S","PFL/DEM",FALSE,"TO",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","MARCELO CRIVELLA","S","PRB",TRUE,"RJ",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","ANTONIO CARLOS JUNIOR","S","PFL/DEM",FALSE,"BA",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","JOAO TENORIO","S","PSDB",FALSE,"AL",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","FLEXA RIBEIRO","S","PSDB",FALSE,"PA",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","JOSE AGRIPINO","S","PFL/DEM",FALSE,"RN",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","GILVAM BORGES","S","PMDB",TRUE,"AP",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","TASSO JEREISSATI","S","PSDB",FALSE,"CE",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","MOZARILDO CAVALCANTI","S","PTB",FALSE,"RR",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","NEUTO DE CONTO","S","PMDB",TRUE,"SC",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","JOSE NERY","S","PSOL",FALSE,"PA",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","GIM ARGELLO","S","PTB",FALSE,"DF",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","JEFFERSON PRAIA","S","PDT",TRUE,"AM",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","SERGIO ZAMBIASI","S","PTB",FALSE,"RS",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","SADI CASSOL","S","PT",TRUE,"TO",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","PAULO DUQUE","S","PMDB",TRUE,"RJ",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","ADELMIR SANTANA","S","PFL/DEM",FALSE,"DF",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","WELLINGTON SALGADO","S","PMDB",TRUE,"MG",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","GILBERTO GOELLNER","S","PFL/DEM",FALSE,"MT",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","JOAO PEDRO GONCALVES","S","PT",TRUE,"AM",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009049,"PEC0007/08","OSVALDO SOBRINHO","S","PTB",FALSE,"MT",2,5,0,98.24561404,"S",1,"Transfers to the Union the responsibility of the Defensoria Publica of the Federal District.",1
2009050,"PEC0041/08","ANTONIO CARLOS VALADARES","S","PSB",TRUE,"SE",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","DEMOSTENES TORRES","S","PFL/DEM",FALSE,"GO",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","OSMAR DIAS","S","PDT",TRUE,"PR",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","ROMERO JUCA","S","PMDB",TRUE,"RR",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","INACIO ARRUDA","S","PCdoB",TRUE,"CE",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","JOSE NERY","S","PSOL",FALSE,"PA",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","JOAO PEDRO GONCALVES","S","PT",TRUE,"AM",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","GIM ARGELLO","S","PTB",FALSE,"DF",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","JEFFERSON PRAIA","S","PDT",TRUE,"AM",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","OSVALDO SOBRINHO","S","PTB",FALSE,"MT",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","KATIA ABREU","S","PFL/DEM",FALSE,"TO",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","MARCELO CRIVELLA","S","PRB",TRUE,"RJ",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","DELCIDIO DO AMARAL","S","PT",TRUE,"MS",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","EDUARDO SUPLICY","S","PT",TRUE,"SP",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","MARIO COUTO","S","PSDB",FALSE,"PA",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","VALDIR RAUPP","S","PMDB",TRUE,"RO",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","JOAO RIBEIRO","S","PR",TRUE,"TO",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","PRESIDENT LULA","S","PT",TRUE,NA,2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","GILVAM BORGES","S","PMDB",TRUE,"AP",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","JOAO DURVAL","S","PDT",TRUE,"BA",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","JOAO VICENTE CLAUDINO","S","PTB",FALSE,"PI",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","FRANCISCO DORNELLES","S","PP",TRUE,"RJ",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","TASSO JEREISSATI","S","PSDB",FALSE,"CE",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","RENAN CALHEIROS","S","PMDB",TRUE,"AL",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","GARIBALDI ALVES FILHO","S","PMDB",TRUE,"RN",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","RENATO CASAGRANDE","S","PSB",TRUE,"ES",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","SERYS SLHESSARENKO","S","PT",TRUE,"MT",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","MAO SANTA","S","PSC",FALSE,"PI",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","LUCIA VANIA","S","PSDB",FALSE,"GO",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","SERGIO ZAMBIASI","S","PTB",FALSE,"RS",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","CESAR BORGES","S","PR",TRUE,"BA",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","EDUARDO AZEREDO","S","PSDB",FALSE,"MG",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","ROMEU TUMA","S","PTB",FALSE,"SP",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","MOZARILDO CAVALCANTI","S","PTB",FALSE,"RR",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","EFRAIM MORAIS","S","PFL/DEM",FALSE,"PB",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","ALOIZIO MERCADANTE","S","PT",TRUE,"SP",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","ACIR GURGACZ","S","PDT",TRUE,"RO",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","FATIMA CLEIDE","S","PT",TRUE,"RO",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","JOSE AGRIPINO","S","PFL/DEM",FALSE,"RN",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","MARCO MACIEL","S","PFL/DEM",FALSE,"PE",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","PEDRO SIMON","S","PMDB",TRUE,"RS",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","MARINA SILVA","A","PV1",FALSE,"AC",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","ARTHUR VIRGILIO","S","PSDB",FALSE,"AM",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","MAGNO MALTA","S","PR",TRUE,"ES",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","HERACLITO FORTES","S","PFL/DEM",FALSE,"PI",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","CRISTOVAM BUARQUE","S","PDT",TRUE,"DF",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","GERSON CAMATA","S","PMDB",TRUE,"ES",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","VALTER PEREIRA","S","PMDB",TRUE,"MS",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","PAULO DUQUE","S","PMDB",TRUE,"RJ",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","ADELMIR SANTANA","S","PFL/DEM",FALSE,"DF",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","NEUTO DE CONTO","S","PMDB",TRUE,"SC",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","ANTONIO CARLOS JUNIOR","S","PFL/DEM",FALSE,"BA",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","JOAO TENORIO","S","PSDB",FALSE,"AL",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","FLEXA RIBEIRO","S","PSDB",FALSE,"PA",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","WELLINGTON SALGADO","S","PMDB",TRUE,"MG",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009050,"PEC0041/08","GILBERTO GOELLNER","S","PFL/DEM",FALSE,"MT",2,2,0,96.42857143,"S",1,"Improves the levels of police salaries.",1
2009051,"PEC0041/08","ADELMIR SANTANA","S","PFL/DEM",FALSE,"DF",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","ANTONIO CARLOS JUNIOR","S","PFL/DEM",FALSE,"BA",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","JOAO TENORIO","S","PSDB",FALSE,"AL",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","FLEXA RIBEIRO","S","PSDB",FALSE,"PA",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","WELLINGTON SALGADO","S","PMDB",TRUE,"MG",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","GILBERTO GOELLNER","S","PFL/DEM",FALSE,"MT",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","VALTER PEREIRA","S","PMDB",TRUE,"MS",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","PAULO DUQUE","S","PMDB",TRUE,"RJ",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","NEUTO DE CONTO","S","PMDB",TRUE,"SC",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","JOSE NERY","S","PSOL",FALSE,"PA",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","GIM ARGELLO","S","PTB",FALSE,"DF",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","JEFFERSON PRAIA","S","PDT",TRUE,"AM",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","OSVALDO SOBRINHO","S","PTB",FALSE,"MT",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","SERGIO ZAMBIASI","S","PTB",FALSE,"RS",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","SERYS SLHESSARENKO","S","PT",TRUE,"MT",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","MARCO MACIEL","S","PFL/DEM",FALSE,"PE",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","MARINA SILVA","S","PV1",FALSE,"AC",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","KATIA ABREU","S","PFL/DEM",FALSE,"TO",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","GERSON CAMATA","S","PMDB",TRUE,"ES",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","VALDIR RAUPP","S","PMDB",TRUE,"RO",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","MAO SANTA","S","PSC",FALSE,"PI",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","JOAO RIBEIRO","S","PR",TRUE,"TO",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","JOAO DURVAL","S","PDT",TRUE,"BA",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","ALOIZIO MERCADANTE","S","PT",TRUE,"SP",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","MAGNO MALTA","S","PR",TRUE,"ES",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
2009051,"PEC0041/08","GARIBALDI ALVES FILHO","S","PMDB",TRUE,"RN",2,2,0,98.21428571,"S",1,"Improves the levels of police salaries.",2
